                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.67905,                0.44442,                0.87419,                0.93289,                0.92872,                0.94725,                0.85642,                0.62307,                0.38157,                0.84637,             0.00017505,             0.00017505,             0.00017505
                    151,                0.68428,                0.44766,                0.88388,                 0.9427,                0.92692,                0.95151,                0.86048,                0.61586,                0.37897,                 0.8452,             0.00017175,             0.00017175,             0.00017175
                    152,                0.66638,                0.42392,                0.85852,                0.94699,                0.92639,                0.95171,                 0.8623,                 0.6108,                0.37881,                0.84552,             0.00016845,             0.00016845,             0.00016845
                    153,                0.66739,                0.43209,                0.85709,                0.94699,                0.92639,                0.95171,                 0.8623,                 0.6108,                0.37881,                0.84552,             0.00016515,             0.00016515,             0.00016515
                    154,                 0.6622,                0.42709,                 0.8626,                 0.9443,                0.92716,                0.94988,                0.85866,                0.61131,                0.38018,                0.84519,             0.00016185,             0.00016185,             0.00016185
                    155,                0.68447,                0.43398,                0.87414,                0.94698,                0.92718,                0.94702,                0.85552,                0.61296,                0.37945,                0.84342,             0.00015855,             0.00015855,             0.00015855
                    156,                0.65107,                0.41527,                0.85494,                0.94399,                0.92811,                 0.9474,                0.86116,                0.61327,                0.37805,                0.84293,             0.00015524,             0.00015524,             0.00015524
                    157,                0.63906,                0.41464,                0.85638,                0.94773,                0.92807,                0.94741,                 0.8592,                0.61606,                 0.3784,                 0.8429,             0.00015194,             0.00015194,             0.00015194
                    158,                0.67525,                0.43183,                0.86936,                0.94125,                0.93028,                0.94686,                0.85986,                0.61647,                0.37846,                0.84253,             0.00014864,             0.00014864,             0.00014864
                    159,                0.68358,                 0.4323,                0.88037,                0.94125,                0.93028,                0.94686,                0.85986,                0.61647,                0.37846,                0.84253,             0.00014534,             0.00014534,             0.00014534
                    160,                0.68444,                 0.4197,                0.87803,                0.92776,                0.93731,                0.94619,                0.86292,                0.60945,                 0.3774,                0.84133,             0.00014204,             0.00014204,             0.00014204
                    161,                0.68172,                0.43939,                0.86944,                0.94204,                0.92609,                0.94626,                0.86072,                 0.6066,                  0.377,                0.84074,             0.00013874,             0.00013874,             0.00013874
                    162,                0.64833,                0.41625,                0.85926,                0.93112,                0.93492,                0.94691,                 0.8553,                0.60736,                0.37703,                 0.8411,             0.00013543,             0.00013543,             0.00013543
                    163,                0.66133,                0.43439,                0.86154,                0.94261,                0.93379,                0.94916,                 0.8573,                0.60194,                0.37427,                0.84098,             0.00013213,             0.00013213,             0.00013213
                    164,                0.67618,                0.43476,                0.87525,                0.94261,                0.93379,                0.94916,                 0.8573,                0.60194,                0.37427,                0.84098,             0.00012883,             0.00012883,             0.00012883
                    165,                0.65514,                0.42565,                0.86059,                0.93199,                 0.9403,                0.95374,                 0.8604,                0.59755,                0.37274,                0.84013,             0.00012553,             0.00012553,             0.00012553
                    166,                0.65386,                0.42579,                0.85817,                0.93231,                0.94003,                0.95381,                0.86265,                0.59648,                 0.3731,                0.83983,             0.00012223,             0.00012223,             0.00012223
                    167,                0.67616,                0.42639,                0.86782,                0.93073,                0.93892,                0.95396,                 0.8611,                0.59413,                0.37225,                 0.8395,             0.00011893,             0.00011893,             0.00011893
                    168,                0.65505,                0.42378,                0.87211,                0.93035,                0.94344,                0.95694,                0.85995,                 0.5917,                 0.3727,                  0.839,             0.00011562,             0.00011562,             0.00011562
                    169,                0.65464,                0.41802,                0.86365,                0.93035,                0.94344,                0.95694,                0.85995,                 0.5917,                 0.3727,                  0.839,             0.00011232,             0.00011232,             0.00011232
                    170,                0.67131,                0.43331,                0.87777,                0.93267,                0.94194,                0.95618,                 0.8591,                0.59063,                0.36969,                0.83914,             0.00010902,             0.00010902,             0.00010902
                    171,                0.64406,                0.42703,                0.85936,                0.94112,                0.94114,                0.95584,                 0.8611,                0.58849,                0.36685,                0.83835,             0.00010572,             0.00010572,             0.00010572
                    172,                0.62023,                0.40324,                0.85244,                0.94289,                0.94167,                0.95602,                0.86124,                0.58485,                0.36504,                0.83822,             0.00010242,             0.00010242,             0.00010242
                    173,                0.64391,                0.40807,                 0.8537,                0.93915,                0.94356,                0.95655,                0.86218,                0.58428,                0.36514,                0.83909,             9.9116e-05,             9.9116e-05,             9.9116e-05
                    174,                0.64279,                0.41069,                0.85384,                0.94032,                0.93681,                0.95315,                0.86391,                0.58365,                0.36495,                0.83874,             9.5815e-05,             9.5815e-05,             9.5815e-05
                    175,                0.63986,                0.40545,                0.85544,                0.94032,                0.93681,                0.95315,                0.86391,                0.58365,                0.36495,                0.83874,             9.2513e-05,             9.2513e-05,             9.2513e-05
                    176,                0.65686,                0.41365,                0.85984,                0.93827,                0.93768,                0.95366,                0.86261,                0.58509,                  0.365,                0.83838,             8.9211e-05,             8.9211e-05,             8.9211e-05
                    177,                0.63153,                0.39884,                0.85056,                0.93204,                0.93298,                0.95014,                0.86723,                0.58983,                0.36651,                0.83831,              8.591e-05,              8.591e-05,              8.591e-05
                    178,                 0.6361,                 0.4095,                0.84869,                0.93532,                0.93149,                0.94966,                0.86622,                0.59021,                 0.3657,                0.83813,             8.2608e-05,             8.2608e-05,             8.2608e-05
                    179,                0.65191,                0.41897,                0.87029,                0.93486,                0.92975,                0.94947,                 0.8636,                0.58423,                0.36447,                0.83737,             7.9306e-05,             7.9306e-05,             7.9306e-05
                    180,                0.62643,                0.39929,                0.84956,                0.93486,                0.92975,                0.94947,                 0.8636,                0.58423,                0.36447,                0.83737,             7.6005e-05,             7.6005e-05,             7.6005e-05
                    181,                0.62615,                 0.3995,                0.84898,                0.93187,                0.93116,                0.95026,                0.86613,                0.58165,                0.36377,                 0.8371,             7.2703e-05,             7.2703e-05,             7.2703e-05
                    182,                0.64745,                0.41128,                0.86278,                0.94313,                0.93392,                0.95361,                0.86881,                0.57882,                0.36175,                0.83698,             6.9401e-05,             6.9401e-05,             6.9401e-05
                    183,                0.61488,                0.39337,                0.85592,                0.94536,                0.93401,                0.95419,                0.86988,                0.57581,                0.36036,                0.83668,               6.61e-05,               6.61e-05,               6.61e-05
                    184,                0.63985,                0.40743,                0.85257,                0.94513,                0.93531,                0.95417,                0.87177,                 0.5737,                0.35937,                0.83634,             6.2798e-05,             6.2798e-05,             6.2798e-05
                    185,                0.63571,                0.40829,                0.85815,                0.94513,                0.93531,                0.95417,                0.87177,                 0.5737,                0.35937,                0.83634,             5.9496e-05,             5.9496e-05,             5.9496e-05
                    186,                0.62023,                0.40447,                0.85787,                0.94916,                0.93429,                0.95445,                0.86863,                0.57161,                0.35931,                 0.8363,             5.6195e-05,             5.6195e-05,             5.6195e-05
                    187,                0.64264,                0.41388,                0.86545,                0.95174,                0.93548,                0.95544,                0.86844,                0.57001,                0.35851,                0.83573,             5.2893e-05,             5.2893e-05,             5.2893e-05
                    188,                0.62513,                0.40518,                0.86499,                0.94999,                0.93712,                0.95588,                0.86823,                0.57064,                0.35863,                0.83521,             4.9591e-05,             4.9591e-05,             4.9591e-05
                    189,                0.64712,                0.41485,                0.86252,                0.94757,                0.93917,                0.95501,                0.86625,                0.57226,                0.35851,                0.83509,              4.629e-05,              4.629e-05,              4.629e-05
                    190,                0.64995,                0.40774,                0.86145,                0.94906,                 0.9386,                0.95519,                0.86841,                0.57208,                0.35789,                 0.8351,             4.2988e-05,             4.2988e-05,             4.2988e-05
                    191,                0.66204,                0.41797,                0.86276,                0.94906,                 0.9386,                0.95519,                0.86841,                0.57208,                0.35789,                 0.8351,             3.9687e-05,             3.9687e-05,             3.9687e-05
                    192,                0.67368,                0.42819,                0.85626,                0.94711,                 0.9378,                0.95411,                0.86904,                0.57088,                0.36063,                0.83377,             3.6385e-05,             3.6385e-05,             3.6385e-05
                    193,                0.66496,                0.41492,                0.86704,                0.94546,                 0.9376,                0.95325,                0.87023,                0.57452,                0.36361,                0.83372,             3.3083e-05,             3.3083e-05,             3.3083e-05
                    194,                0.63017,                0.39903,                0.84677,                0.93961,                 0.9392,                0.95247,                0.86824,                0.57615,                0.36504,                0.83367,             2.9782e-05,             2.9782e-05,             2.9782e-05
                    195,                0.64755,                 0.4147,                0.85595,                0.93958,                0.93244,                0.94821,                0.86887,                0.57526,                0.36437,                0.83337,              2.648e-05,              2.648e-05,              2.648e-05
                    196,                0.65409,                0.43363,                0.86467,                0.93958,                0.93244,                0.94821,                0.86887,                0.57526,                0.36437,                0.83337,             2.3178e-05,             2.3178e-05,             2.3178e-05
                    197,                0.63209,                0.40649,                0.85933,                0.93903,                0.93347,                0.94851,                0.87035,                0.57792,                0.36645,                0.83338,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    198,                0.65633,                0.42427,                0.84184,                0.94074,                0.93397,                0.94869,                0.86994,                0.58004,                0.36726,                0.83359,             1.6575e-05,             1.6575e-05,             1.6575e-05
                    199,                0.64471,                 0.4239,                0.86327,                0.94077,                0.93153,                0.94901,                0.87068,                0.57804,                0.36621,                0.83353,             1.3273e-05,             1.3273e-05,             1.3273e-05
                    200,                0.65285,                0.41291,                 0.8553,                0.94114,                0.93705,                0.95245,                0.87238,                0.57611,                0.36547,                0.83326,             9.9717e-06,             9.9717e-06,             9.9717e-06
